author,published_at,like_count,comment
@vaibhavkhairnar7313,2025-03-26T12:58:42Z,1,Very nice video explanation in depth
@athribhat2243,2025-03-26T12:56:23Z,0,Ganesh anna fantastic ❤
@athribhat2243,2025-03-26T12:56:12Z,0,Fantastic episode ❤
@eghtw779,2025-03-26T12:29:56Z,7,"bang 
Did bcom from DU 
now doing mba from iim 
nobody explained yield curve this easily to me 
this shows, 
education is not about institutes but the person !!!!❤"
@srt_yt,2025-03-26T12:11:38Z,0,Ur downfall is just because of ur money hunger
@alwayslovish,2025-03-26T12:04:07Z,0,Why don’t US people or trump lover watch such videos 😂
@dhruvzala5664,2025-03-26T11:54:03Z,0,"Bhai tu mat bana video 
Tu Nazar laga deta hai 
Har ek ache event ko 😅"
@varunprakash6207,2025-03-26T11:53:35Z,0,US Recession USA Tariff war US stock market crash The World Economy crisis The US import taxation war India IT sector & Pharmacy industry stuck Uncertain voltaile Market crash on money If US  cold 🥶 World Sneezing The USA Tariffs wars US customer paying for It products The US manufacturer bleeding loss The World Economy Crisis US stock market crash Impact on World economy
@archer_uk,2025-03-26T11:39:55Z,0,"but now, recession didnt happen , just people by thoery believe they are under recession"
@prashantkaddam,2025-03-26T11:28:48Z,5,"Good content, nice animations, good learning experience.... keep up good work.."
@darshakjain2325,2025-03-26T11:23:19Z,0,"The info was very basic, your understanding of economics is very bookish, remember corona time, world cannot fully rely on China and that’s the game, it will hurt for sometime but in long run Bharat will be the winner"
@saurabhdhande90,2025-03-26T11:21:03Z,1,"1 $ = 3 ₹ till 2030
15 % to 35 % two deep in india Market 2025
@AnkitIIM"
@scnehal,2025-03-26T11:12:41Z,0,Can gdp even be compared with market cap?
@Rajeevkumar-ge2ye,2025-03-26T10:58:36Z,0,"1:51 THAT POINT

BM SIR KA VIDEO DEKHTA HAI BHAI"
@drishtiispeaks,2025-03-26T10:56:08Z,5,Extremely detailed yet simple to understand! Thanks for sharing this!🙌🏻
@shreyansrami8943,2025-03-26T10:52:32Z,0,trump is exporting its recession
@vishalshah3917,2025-03-26T10:41:41Z,1,BRO! the yield curve was beautifully explained
@lucifer-7612,2025-03-26T10:38:23Z,0,but why that person sold his bond for 50k after three years goverment already returning his 1lakh 🤔
@alexsteven.m6414,2025-03-26T10:35:17Z,345,My greatest concern is how to recover from all these economic and global troubles and stay afloat especially with the political power tussle going on in US.
@vishalshah3917,2025-03-26T10:33:26Z,0,4 prashant
@ranjeetkumar-nj9ch,2025-03-26T10:25:10Z,0,How about the collapse of Indian society
@randomsagittarius,2025-03-26T10:21:15Z,0,how to invest in japanese yen from india? any good MF or stocks ?
@ayusmanbiswal2746,2025-03-26T09:54:29Z,0,"Just for accuracy 50,000 pe 5% interest =2500 per year"
@ayusmanbiswal2746,2025-03-26T09:48:23Z,0,"Trump might be a strong leader, not  very strong in finances."
@shivamkhungar6278,2025-03-26T09:40:01Z,0,"This is what happens when you bring AI into normal lived, people get lazy, AI should only be used in medical and defence!!!

Ban AI everywhere!! And stop predicting things"
@surajbhat654,2025-03-26T09:30:00Z,4,Thank you for such a clear and simple explanation. I learnt more through your video than browsing multiple articles about this news.
@manojkumar-cg7sz,2025-03-26T09:27:54Z,0,Share a video on india's decade gdp growth rate  and why?
@rajdipdey8033,2025-03-26T09:21:08Z,0,"You explained the topic very well. Let's hope US doesn't crash, My business will also get plummeted, my business is also highly depended on US."
@osologic,2025-03-26T09:20:05Z,0,This is mafiya politics going to become a self made american disaster that may unfold similar to the Germany before world war two.   Trump is the new Hitler who will bring an apocalypse of the present world order!
@mayurbhatia2250,2025-03-26T09:14:04Z,7,Fabulous content. Pls keep making these videos ❤
@KimmySumi,2025-03-26T08:38:32Z,0,This reminds me of Simpsons series
@chanduguruju6787,2025-03-26T08:35:22Z,2,Yield curve explanation is a blast
@vishwaspai8192,2025-03-26T08:30:47Z,4,Thanks for the info. Your amazing
@aryamangupta145,2025-03-26T08:29:54Z,0,"What you missed explaining is why the demand for long term bonds is increasing. Per my understanding, That is simply because the people don't have faith in the government. They are so uncertain, that they dont trust the short term bonds, and are willing to invest only in long term bonds because once the government changes, the new policy makers might take corrective measures, so their investments.will be safer."
@spmaurya1318,2025-03-26T08:25:21Z,0,In the world of ugli content era you are making us understand need of hour... Thank you
@jitu5294,2025-03-26T08:23:36Z,1,Sir please make one video on Balaji wafers.
@Reducedworld,2025-03-26T08:19:05Z,0,It's a tailspin effect of dedollarisation.
@gulfjobsin,2025-03-26T08:12:50Z,0,Froud talk
@artimistsparky9664,2025-03-26T08:11:26Z,0,No no no no just 1.6 years more and I'll be early more than 15lpa
@SanJuan39,2025-03-26T08:11:23Z,0,"This video is alarmist. Everyone knows what's happening because of the tarrif wars, things will calibrate soon. In fact, this is a great opportunity for us and look beyond the US as a possible market."
@auro1986,2025-03-26T08:11:17Z,0,"trump wants to say america has been ripped off by software professionals they hired to make junk like apple imac and iphone,  and see you keeping that picture of steve jobs behind you"
@OnielGandhi,2025-03-26T08:07:14Z,0,"@ThinkSchool
Can you please complete this case study by covering why Trump is increasing the tariffs and what benefit his administrative perceives/expects. Surely, they too know all the points covered in this video."
@antojose6902,2025-03-26T08:02:01Z,1,🦾🇮🇳🇺🇸🇪🇺
@siddharthpatil5093,2025-03-26T07:57:45Z,1,On the back which books are that?
@bhaskar9781,2025-03-26T07:54:10Z,0,Making America great again 😊
@noworldwar3,2025-03-26T07:45:02Z,0,india sold country long back...
@AbhimanyuKharote,2025-03-26T07:44:04Z,1,Donald Trump is having his Liz Truss moment.😂
@shaanpatti836,2025-03-26T07:33:14Z,1,Bro speaks percent as “pershent” 😂.   Although content is good. 👍 7:52
@mohitduggal4252,2025-03-26T07:31:01Z,0,"just a question, if tarrifs increase the price of goods for the consumers, why are other countries let us china also applying retaliatory tarrifs?"
@sasicodes,2025-03-26T07:21:57Z,0,straight to 19:10
@harshpatel1980,2025-03-26T07:21:45Z,0,Great informative video. But try to change your Pursent bro
@pkumar1415,2025-03-26T07:19:18Z,0,"I am a non-economics background student. Can you please explain why would investors withdraw money from emerging market in case of recession in America? Should not it be other way around where investors withdraw money from market in recession and invest in safer emerging markets?
Genuinely I want to know and thanks in advance."
@rajeshnair8008,2025-03-26T07:17:55Z,0,Bhai india ki baat karle..
@sohamwaradkar8090,2025-03-26T07:07:41Z,0,Can a 20 yr old buy your storytelling course ?
@vedantbhatore9452,2025-03-26T06:59:44Z,0,The Rise of China is Inevitable
@saumenbhattacharyya6455,2025-03-26T06:59:35Z,0,Does the investers are taking out money from US and putting it in India? or any other country is getting benifted from this? Please make a video on this? Thanks in advance.
@saugatadatta7737,2025-03-26T06:54:09Z,0,Was there a recession in 1979 ?
@adarshbharti5303,2025-03-26T06:50:03Z,0,17:23 Can anyone explain why Japanese Yen is a safer asset similar to Gold?
@pritishpatil7659,2025-03-26T06:46:27Z,0,You forgot to cover why this is happening. The US debt is unsustainable and a huge chunk is due for rollover in few months
@me_as1.,2025-03-26T06:42:17Z,0,your communition cource  is useful for student or not please tell me so that i can make my mind to purchased it
@why_exist,2025-03-26T06:41:24Z,0,"17:20 Then what happens if the tarrifs are dropped and instead American investors including the govt buy up more Chinese, European, Indian long term bonds? Wouldn't that smoothen the trade gap by reverting goods & services back to their original prices?"
@gg-cn3rz,2025-03-26T06:39:50Z,0,thank you for sharing
@golderheart,2025-03-26T06:29:09Z,0,Trump is unpredictable.. so NO Prediction for America can be believed
@sahid8973,2025-03-26T06:27:04Z,0,2025 is very bullish
@sanskarsingh9221,2025-03-26T06:16:03Z,0,VERY GOOD VIDEO
@MathForAll81,2025-03-26T06:12:43Z,0,YC was inverted 22-23 but nothing happened!!!
@SadhguruSir,2025-03-26T06:11:26Z,0,"Undsr Trump, USA will not collapse"
@Slayinshot,2025-03-26T06:10:42Z,0,India is busy with demolition of Aurangzeb tomb 😂
@girishnaik6433,2025-03-26T06:07:12Z,0,You 🐐
@sudeepkanda,2025-03-26T06:02:59Z,0,When america sneezes whole world catches cold 🔥
@NandaKumar-xt1wb,2025-03-26T05:57:51Z,0,"Trump is good to achieve greatness we must go through bad phase . He is making ""America great again """
@sahilkaushik9160,2025-03-26T05:57:45Z,0,"Only china mss,Xi jinping can do that only
Xi-jinping legacy want america deep state club of Rome destruction emergency March-April 2025, intelligence official annonymous leak intentionally by it own will intentionally to aware USA"
@Ashkatchum-gk9uo,2025-03-26T05:53:23Z,0,"just a question if they are tariffing china, canada & mexico is it not a time for us to increase trades by being in the good books."
@amitkumar-op9fm,2025-03-26T05:51:02Z,0,"Interest rates are nothing but the combination of (Inflation + Credit Risk Premium + Real Risk free rate). In  case of US, we usually consider credit risk premium as zero as no risk while investing in US bonds, moreover, Real Risk free rate is almost constant, hence only variable is inflation. As Inflation is running high in US that’s why yield curves are negatives. Negative yield curve suggests inflation in the long run will be tamed, however in short run inflation will remain high due to which short term rate > long term rate. So, you missed the main point here my friend 😊…
It was inevitable and expected since 2022 when inflation was running at ~ 7.8% and yield curve was at ~ 3.5% and US government didn’t do anything to contain it immediately, so whatever is happening is with a lag here. It’s simple economics."
@kunalgupta5674,2025-03-26T05:49:53Z,0,"Then why at the first place america placed higher tarrifs , they had probably taken the factor of load on american consumers"
@surendergupta7123,2025-03-26T05:44:28Z,1,Watch Dr. Ankit Shah for more accurate information !
@arjuntyagi5860,2025-03-26T05:43:35Z,0,"What happensled  with over supplied dollars after de dollarization  😂
Next will be real estate"
@PervaizMemon-f1b,2025-03-26T05:41:41Z,0,America Collapsing soon..De_Dollarization...BRICS currency Change World Sanctions Terrif beautiful word says Hitler Trump Zoomby mad man
@amenkrahoamennoswemenukhol9840,2025-03-26T05:38:30Z,0,Trump & Modi.. Very similar
@MsMayank70,2025-03-26T05:37:34Z,0,I believe that the interest rates are higher not due to higher confidence but with higher degree of uncertainty
@kazialnahian8620,2025-03-26T05:35:24Z,0,"The yield curve predicted the last 20 of the 10 recessions, lol."
@songod9651,2025-03-26T05:23:08Z,0,Trump is russian agent
@souviksikdar1864,2025-03-26T05:21:14Z,0,Pharma isn't a toffee or food item that you can cut on😂. You will not see a fall in pharma exports. It's a necessity.
@songod9651,2025-03-26T05:14:12Z,0,"There are lots of jobs for americans in china and india better shift their asses their 
I want to see some john vaiya from california making wildest pani puris in some streets of karol bagh,Delhi hahaha  😅😅😅"
@ayushrai1k,2025-03-26T05:12:46Z,0,You explan yield is very nice 🏋️
@spg6651,2025-03-26T05:11:34Z,0,"Tariff portion will be  forced to  absorb by  the seller company --  and that will happen --  if  China  is selling at  $ 100 , with  $ 10  new tariff ,  the  calculation is   the Price will be  $ 110 --  No --   China may have to reduce their  price  to $ 90  and keep the  net price  $ 100  even after tariff  and that is how  this tariff is designed .. China can deny selling to  USA , but there is no where else  large quantity of good  will get  absorbed --  Hence  this tariff  sill change  the dynamics of global  business  with advantage  America --  This is how   British use to make business   throughout the world  before 1945 .."
@Neuraltrades,2025-03-26T05:05:56Z,0,If you have a good sense of economics then you know that everything is nearly fake and goes in cycle.
@Rohalike93933,2025-03-26T05:04:32Z,1,"bro i already watch sandeep maheshwari recent video, he talk about this whole topic in his video."
@devdevan9091,2025-03-26T04:56:00Z,0,"I thought we were viswaguru. Why will US slow down effect us? We will replace US by 2047 as new super power. We are Viksit Bharat and living in Amritkal, ask Modi ji or any BJP politician or our BABAs if u dont belive me."
@Er.Ajaychandra,2025-03-26T04:54:51Z,1,"@thinkshool 
Could you please do an indepth analysis and comparision between why 1991 economic crises occours and currently ongoing freebee scheme going on , how much this can affect and currently affecting considering all freebee ."
@BhariaviDevi,2025-03-26T04:54:35Z,0,"Created a bullshit story based on the current events & taking American media as source of information is such a hillarious 😂, Nice try bro."
@DartMaker,2025-03-26T04:54:17Z,0,Ab Trump ko gaaliya de sakte h?
@AdarshBisenThakur,2025-03-26T04:53:10Z,0,"This is the rise of new globel world order, where India and China will rule the world"
@varshithavraj9738,2025-03-26T04:52:40Z,0,"Wow , impressed by your way if information 👏👏 very well presented. Needed appreciation"
@spg6651,2025-03-26T04:49:59Z,0,"Rest  of the world   dependence on America  is much more than America dependence on  rest of world -- Hence    American recession , if any , will be  set right  by  rest of the world .  Just like  how  Americans inflation is exported to rest of the world , even recession will also be exported to  rest of the world --  Since    majority of consumption happen  in America  and  Dollar is  global  reserve currency  for foreseeable future"
@spg6651,2025-03-26T04:46:01Z,0,"It is not that simple ..  USA is inviting all companies to  open up  manufacturing in USA land  and hire  people from any where from the world  --  So that  they can make goods  within USA  and sell   to avoid Tariff --  This is  reverse  globalization --  Why did  American company leave America  and started  producing  else where ?.  because of  cost arbitrage ..  Now  that is  coming to an end --  Let  TCS / WIPRO/ INFOSYS  operate from USA  to serve USA  clients  to avoid  tariff --  from the consumer point of view ,  Americans  need to  BUY    goods  which are made in America   which is  expected  to be cheaper than  imported goods   due to tariffs -- Now  net exporter  CHINA  will have  surplus goods  which they have to sell  some how  hence they will have to  reduce  price  from say    $ 100 to  $ 90  and with the  10 %  tariff , once again   china  goods  would be available at  $ 100 --  It is  a  big gamble which  the present  MAGA government  undertook --  While this reset  is  needed ,  the pace  at which it is coming is  mind boggling --   America  can  not depend on rest of the world for   everything --  MAGA  program says ,  let  America  make goods  within just like how they did  in  1950s --   Baby Boomer  generation -- and that is the direction --  India will have to press  heavily on  INNOVATION to make  product  within India ..   India  can not depend on  Google /  YOU TUBE  all the time --  India need to have our own  browser   ( example  ZOHO corporation  product ) ..  Hence   the   global reset  which is  now  put on  roll  in a way  good  for the world --  Mind your business  within your country .. That is good in  very long run"
@mtcsportsbetul,2025-03-26T04:45:00Z,0,"What should i do with my SIP ? 
Stop or keep buying ?"
@VSlingshot-xzx,2025-03-26T04:43:28Z,0,"Dude idk if it's me but the quality of ur content is as unpredictable as stock market😂
(No offence)"
@ChakravarthiT,2025-03-26T04:42:42Z,4,"This is the time India need to change. Change its entire Governance System, Political System, Judiciary System,  Policing System. Then need to redefine the Education system, & Health Care system. Then hugely focus on entire infrastructure of India. And then focus on rapid Manufacturing based & Export  driven Economy... that would create crores of jobs, then Innovation to be the driving force... these initiatives will change entire fortunes of India. Please learn from China.  
INDIA, LET US CHANGE 🎉"
@ZenoSamaOmniKing,2025-03-26T04:42:15Z,0,"every empire collapse at a point , we are now observing the collapse of usa 

and rise of india china russia"
@RajeevMahajan-g3x,2025-03-26T04:42:04Z,0,"Trump assumption is that if will hardly make difference to US people, in this way they can earn a huge chunk of $36 trillion debt that US is having"
@notsomarwari,2025-03-26T04:41:35Z,0,Damn. I can’t believe I just saw a 20 min ad. 🤣
@alex8702-m8n,2025-03-26T04:38:51Z,0,But now us market is recovering again. or is it just low-high.
@suhask.r9240,2025-03-26T04:37:48Z,0,"I guess, all reports changes in any country when rightist gov start rule country, if leftist ruling even when stinking media houses and analyzers keep their moth shut."
@prod.bybuzZ,2025-03-26T04:32:10Z,0,Bs report
@gamewala.original,2025-03-26T04:30:46Z,1,"Before creating such content, I would recommend you to understand economics, recession, tariffs and yield curve in depth first otherwise you are just repeating and confirming what the media has been talking about. 


Mark my world ""US is not heading to any recession for at least the next 3 years."""
@HARSHDHV1,2025-03-26T04:29:50Z,0,Once upon a time sensex was barometer of economy. Now no connection. Maipulation by brokers or operators take advantage and manipulate the share prices.
@eastexotic,2025-03-26T04:27:55Z,0,"India needs to stop fighting with Canada and start exploring opportunities.  Canada has broken up with her boyfriend, the US and is ready to mingle.  Canada can be a healthy partnership to counter China in the Indo-Pacific."
@kiranshinde131,2025-03-26T04:25:41Z,3,"Nice one bro , always I m getting extra knowledge from you 🙏"
@a.n.cartoonz9240,2025-03-26T04:22:44Z,1,Please improve way of presentation...like don't put your stones in box....
@dharmendra.singh.1985,2025-03-26T04:22:15Z,0,"$GME. When the shorts have to cover the entire stock market will crash and GameStop will become the most valuable company in the world by market cap. At least, so I've heard.."
@shreyasheeja-musicarts3345,2025-03-26T04:21:52Z,14,"Yield, price and interest relationship was explained very well. Never seen such an explanation by any one. This is how complex things has to be explained so that even a layman can understand well. Thanks"
@eefiasfira,2025-03-26T04:20:56Z,15,"The yield curve inverted in 2022 as well. Many investors (like me) who followed the yield curve got out of the stock market only to miss out on a bonanza. So while the inverted yield curve is a signal of an impending recession, there's no guarantee."
@luvkhandelwal1997,2025-03-26T04:15:55Z,1,"Nice video but one issue. The impact of tariffs on US citizens was only considered from a short term perspective. If you look at it over a longer period, it will make it better for them as the manufacturing will be done in US and create jobs."
@Addyy170,2025-03-26T04:11:52Z,0,informative
@ssense4982,2025-03-26T04:09:43Z,0,Worst line ... Hi everybody
@GirithangarajS,2025-03-26T04:04:52Z,1,Useless Video 😂
@gaindians100,2025-03-26T04:03:38Z,3,Very well explained Ganesh. Understood the concept of yield curve inversion from your video in a very simple manner
@NatalieDawsoon,2025-03-26T04:03:21Z,2,"It really feels like we’re on the edge of something major. And then Trump declares a trade war with China on top of all this? It’s like they’re walking into a recession with their eyes wide open. But what scares me is the ripple effect. If the US falls into a full blown recession, India’s going to feel the shock waves too"
@shirkedance,2025-03-26T04:00:58Z,0,"Dollar will stop being trusted Internationally accepted Trade currency by 2033 - 2035.

you can notice that few  countries have already started adopting options

- Basic economics"
@pavankumart6341,2025-03-26T04:00:44Z,1,"My suggestion is... While news are going on.. background music is little disturbing sir.
 It's better to reduce the volume of background"
@krishnamurthy2236,2025-03-26T03:56:09Z,0,"Trump is a businessman first before the president, so my thought why do this? What's the benefit?"
@sa34w,2025-03-26T03:55:22Z,0,"India has similar tariffs around 110 percent tariff on. Foreign cars , 30 percent on mobiles etc. these are normal things happening and doesn’t have to Panick"
@LuqmanAhmedTK,2025-03-26T03:54:14Z,0,What we are seeing is shifting of power. Immediate consequence will be more wars.
@vasumanchanda6979,2025-03-26T03:33:18Z,4,Informative. Thank you for this!
@apoorvmanjhiwal6422,2025-03-26T03:29:58Z,0,the most clickbait title and thumbnail goes to.... i am willing to bet an arm that india will fail before america.
@DK_Bosss,2025-03-26T03:27:21Z,0,Working for a US based IT company. It's scary I may get fired any day.
@tanmaisharma8644,2025-03-26T03:26:23Z,1,Fear mongering to push your own product at the end? Sigh!
@tastingtrader7289,2025-03-26T03:22:47Z,0,"FUCK, DON'T TELL WHAT YOU DON'T KNOW.... SAME HAPPEND 2 YEARS BACK ALSO, BUT MARKET UP 20% FROM PREVIOUS HIGH"
@aditya.khapre,2025-03-26T03:20:38Z,0,Tariffs are just a clever way to reduce buying power of the Americans to bring down overall inflation.
@dirkanklesaria1,2025-03-26T03:13:16Z,0,Sir please do case study on Lt foods one of the best rice FMCG stock in India
@amanrajyadav1696,2025-03-26T03:10:44Z,0,"Please talk about the fiscal deficit and debt to GDP ratio of the US. They are saying that something bigger than 1929 is coming, what's your take?"
@ishurai6116,2025-03-26T03:10:26Z,1,"brother this is what you are known for, continue this and not what you were trying to do!!!"
@kunalrao1123,2025-03-26T03:10:11Z,0,Shouldnt have started a video by exaggerating 4 trillion decline in stock market - short term price is driven by sentiments
@bhabanimohapatra1362,2025-03-26T03:09:53Z,0,Really bro you thought to make a video about this when the stock market had a quick recovery. I mean the timing is important😂
@srikanthgollamudi2158,2025-03-26T03:06:08Z,0,Actually the yield curve inversion happened in 2022 and stayed inverted for a long time. Technical recession happened which the Biden administration failed to acknowledge. Actually the Buffet index is also another I dictatorship for a stock market crash. To predicate current events a simple yield curve inversion is not sufficient. There are multiple variables like Japan and China selling US treasures and the yen carry trade. Anyway please try and include these in your analysis
@reddyr7200,2025-03-26T02:57:00Z,0,"I loved his videos before but not this one, this is an absolute nonsense video, market is simply in a correction mode, which is meant to happen after such an insane growth for the last few years."
@storage118,2025-03-26T02:55:54Z,0,"My precpective is this that tariff we overall work in favour of US and Smart people compinies will have two options 1, they decrease thier profits 2, they increase price, 1 they decrease the profits the trump was right, 2 if they increase the price they are making a gap for new companies who are willing to sell for less or taking less profits to capture the markets. In the end US uses world resourses the most every company want to enter the market because profit margins are huge if earning in dollars. What do you THINK?"
@hmmm....5454,2025-03-26T02:55:49Z,1,"Us has becames ""Terrif Terrorist"""
@brt9099,2025-03-26T02:53:29Z,0,8:20 and now the person will even get 1 lakh after maturity right?? so gaining 100% is this an issue to be considered
@abhayapte7226,2025-03-26T02:49:13Z,0,Bhai  better to focus on our own country. Our stock exchanges have suffered a bigger bloodbath. Our own economy has slowed down drastically.
@manikaul7359,2025-03-26T02:41:28Z,0,"Good work , it was wonderful listening"
@SR-pr9ky,2025-03-26T02:40:04Z,59,"For many who think yield curve is just Returns,U gave perfect explanation to differentiate the two,keep going Bro"
@VinayKumar-os2ju,2025-03-26T02:36:40Z,0,Modi has failed India big time
@harimohan_choudhary_6,2025-03-26T02:31:13Z,0,The quality of content going down. Unfollow
@Prashantha-vx4lm,2025-03-26T02:26:05Z,0,"This joker is taking about recession in America. 
Who will talk about Indian issues"
@hussainbasha3900,2025-03-26T02:17:33Z,0,"We can protect our families just by tieying two lemons and two chilies at the door just like our defence minister Rajnath Singh did with fighter plane...
(Sorry)"
@jayanthduvvada,2025-03-26T02:16:28Z,1,1:52 china : really ??
@manishsaini4733,2025-03-26T02:11:19Z,0,Indian IT sector is heavily dependent on US market if us face recession type situation in upcoming years Indians will going to lose their jobs in very large number. Top IT companies of India is highly dependent for us clients if the rally wants to survive in scary market so they need to shift their market based from USA to middle East because middle East is going to be the fastest growing part of the world for next 23 years on the other hand Europe and America will face economics load down or might be recession
@Darkstar1407,2025-03-26T02:07:03Z,0,Pichhle 6-7 saal se yhi bakchodi ka churan bechre ho…come on…pur jb aayega recession to bologe dekha dekha bola tha na bola tha na aa gya na recession
@sarathilaxman,2025-03-26T02:06:06Z,1,I can see a lot of negative comments from you for India.
@pranav21047,2025-03-26T02:05:19Z,0,"Ganesh ji, all the reasons you are explaining seem superficial and based on your research of global news.
The Diplomacy has major two aspects - the real reasoning never come out and they cook up a great logical story to hide the truth.
If you want to learn the truth of why this is happening - watch Dr. Ankit Shah's videos.
He has explained the real reason for the current downfall of US stock market - it's de-dollarisation!"
@Zzz-y4m5s,2025-03-26T02:04:51Z,0,Dedollar ?
@prithviraj1080,2025-03-26T01:58:49Z,0,"The intent for tariffs was not mentioned, Trump's idea is to bring manufacturing back to the USA. While the American consurmer might see some slight price variations over 2y, it will be much better for America in the long term. The winners and losers will be clear in 24 months or so."
@hepinpatel4028,2025-03-26T01:58:35Z,1,"But history shows whenever there is recession in USA, it has followed with bull market in India. In recession, crude & cost of funds becomes cheap."
@Lucerne23,2025-03-26T01:55:47Z,0,"The tariffs' effect sounds good in linear theory, however, the overall effects are estimated to be minimal. There are lots of American producers who can pick up the slack. It is not necessary that the prices of consumer goods will rise with tariffs. There is a clear indication of that. Costco has asked its Chinese suppliers to absorb all the tariff costs. Lots of innovation in the US is leading to the production of materials right here. There are several alternatives for the US too. We imported lentils from Africa, Pakistan, and Canada when prices shot up in India. However, what is more important is that the US consumers need to be disciplined by implementing tariffs.  They should stop buying non-critical items from China, which drains lots of US dollars."
@BhaaratChintan_With_VinayaPai,2025-03-26T01:55:43Z,0,"Good explanation. However....
I think you have missed out ONE important aspect. Trump is going reciprocal tarrif way - right? 
What if GOI says - ok...let us reduce tarrifs.... then what happens? 
Can the few things we import compete Bharatiya products, considering the cost of production of American made products? I doubt it very much! 
Parallely, supporting equivalent goods that are produced in India will ensure they remain viable!
ALSO,
The fact that chinese goods will be costlier in usa, is a perfect time to ramp up production in India! 
And let us accept one thing... Indians will willingly work harder - especially at the lower level, than Americans, at a considerably less salary.... We dont need exploitative mechanisms. We can still produce goods that will compete with the chinese ones, in the american market, if we ensure that we adopt a conciliatory approach... 
I'm sure you can work the tactics through...."
@Lucifer_Satanas,2025-03-26T01:53:18Z,0,"If US sneezes world catches cold
 If US goes down, it'll pull other economies to graveyard including India.."
@girishtallamraju207,2025-03-26T01:52:55Z,0,"A much needed touch base on ground zero of the world cold syrup consumer.
The mixed signals of the economy are yielding to the yield curve.
Thank you for sharing 🙏"
@JPC.,2025-03-26T01:36:47Z,0,"Awesome Video but also you must have covered the new investments signed between US and Saudi, Soft bank and other world wide investors to boost manufacturing in US. Also the plans to move supplier base from China to India and other countries where the tarrifs are not heavy."
@IAmSaiM,2025-03-26T01:32:11Z,0,How much money did you get from China to do their Bhajan?
@harshitpurohit580,2025-03-26T01:26:52Z,0,18:44 earlier in the past they used to say that if france sneezes than whole Europe gets cold
@shanebalboa391,2025-03-26T01:25:05Z,0,Market is turning around. Not sure when you’ve recorded this video
@jalandharashiva,2025-03-26T01:22:42Z,0,Why does no one point out that business owners will be forced to raise wages for their workers?! Otherwise nothing will get done.
@ManojSam93,2025-03-26T01:15:43Z,1,The video shot days back and now sentiment changes🎉
@VikR-yk1uo,2025-03-26T01:11:21Z,0,"LOL communication skills has nothing to do with a lay off. If the axe swings, it will clear off everyone in the path regardless of the performances. Perhaps India has never experienced a lay-off season ever.  I think he just fear mongered people to buying his product class.😊"
@Qshanam,2025-03-26T01:11:09Z,1,"If we can predict an outcome in the financial markets with certainty, rest assured—it will never come to pass. The markets thrive on unpredictability, defying even the most logical assumptions and humbling those who claim foresight. whatever the technicals suggest."
@DibormiSumer,2025-03-26T01:02:09Z,0,America will not collapse… in fact everyone wants to go to America ….even Indian … wants to go there …. 😂😂😂
@Alpha00-1,2025-03-26T00:26:21Z,0,Don't worry..we can live without a dollar.
@VanierReddy,2025-03-26T00:23:37Z,0,"S&P dropped from 6200 to about 5600 about 10% and now at 5800 .. that is drop in the bucket .. 
this seasonal pattern .. where stocks typical go down in March and in september .."
@degavijayasimha8340,2025-03-26T00:20:36Z,0,Fake vedio. Not true
@AmitBasuri,2025-03-26T00:18:31Z,0,"This video is full of contradictions. First, it equates a $4 trillion stock market loss with an economic apocalypse — as if the stock market is the economy. Spoiler: it’s not. Then it fearmongers about a recession caused by structural issues like tariffs, deindustrialization, and market volatility — all valid concerns — only to pivot and sell a “communication masterclass” as the solution?

Seriously? You just told us the US economy is crashing, companies are laying off people, markets are collapsing — and your advice is: “speak well and everything will be fine”? That’s neoliberal gaslighting 101. People don’t lose jobs because they mumble in meetings — they lose them because of profit-hungry systems, collapsing demand, and bad economic policy.

You can’t claim “a recession is coming” and then sell a soft-skills course like it’s some kind of economic bunker. That’s not financial advice — it’s opportunism dressed up as motivation."
@RandomMatters22,2025-03-26T00:17:43Z,0,Dont know if i am right but hearing this us recession thing from party 4-5 years
@VikashNobi,2025-03-26T00:16:06Z,6,Dhruv Rathee ❌ Think School ✅
@dawapamo6972,2025-03-26T00:13:07Z,0,big boys club ❤
@prakask1981,2025-03-26T00:08:04Z,0,"Buddy you are living in American world. When the 2008/09 recession happened my dad asked me ""what the hell is recession"" hegot no issue living as farmer in South India . He had ""zero"" impact what ever the crap happened outside ""India"""
@TheTinku90,2025-03-26T00:07:41Z,0,Your viewership figures are dropping as you do more stupid videos in favour of BJP. Start doing on neutral basis which is helpful for the country.
@mds33483,2025-03-26T00:05:51Z,0,FII are already back in Indian stock market.
@namhophuong2776,2025-03-26T00:02:44Z,0,"The USA down does not mean INDIA up 😂, still a messy country, and runner up of China forever 😂😂"
@sairajnemmaniwar1330,2025-03-26T00:01:34Z,1,Amazing Video. Spot on !!
@umar_mughal.3861,2025-03-26T00:00:44Z,0,"Very boring video..
Nothing new...
And you are Indian not American.."
@dheerajPamnani-t6x,2025-03-25T23:54:02Z,0,"I understand Trump's trade-war and leaning of government expenses to reduce 36 trillion dollar debt over the period, which is stacking up because of multi-billion dollar trade deficit and unnecessary federal costs, expenses or aid . The question is, does the US have any other option or a way to reduce this humongous debt?"
@vedantkhatri-pk4tj,2025-03-25T23:53:52Z,0,"In recent days, I have seen multiple videos and case studies on the downfall of several countries and recessions in every other part of the world. So, which country is not in recession 😆😆🤔?"
@ramachandransantosh1544,2025-03-25T23:49:30Z,0,Wrong analysis
